,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,APARTMENT,BUNGALOW,CASTLE,CHALET,COUNTRY_COTTAGE,DUPLEX,EXCEPTIONAL_PROPERTY,FARMHOUSE,FLAT_STUDIO,GROUND_FLOOR,HOUSE,KOT,LOFT,MANOR_HOUSE,MANSION,OTHER_PROPERTY,PENTHOUSE,SERVICE_FLAT,TOWN_HOUSE,TRIPLEX,VILLA,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,BRUXELLES,VLAANDEREN,WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
7950,4250,HOUSE,HOUSE,159000.0,2,107.0,0,0,0,0,,1,275.0,315.0,2.0,0,TO_BE_DONE_UP,Geer,Non,GEER,LIEGE,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7951,8000,HOUSE,HOUSE,369000.0,4,152.0,1,0,0,0,,1,102.0,152.0,2.0,0,GOOD,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7952,1831,HOUSE,HOUSE,575000.0,5,350.0,1,0,1,1,15.0,1,45.0,277.0,2.0,0,AS_NEW,Diegem,Oui,MACHELEN,BRABANT FLAMAND,VLAANDEREN,15.0,15.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7953,2600,APARTMENT,APARTMENT,85000.0,2,86.0,0,0,0,1,,0,,,2.0,0,TO_RENOVATE,Berchem,Oui,ANTWERPEN,ANVERS,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7954,1000,APARTMENT,GROUND_FLOOR,510000.0,2,155.0,1,0,0,1,15.0,1,45.0,,2.0,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,15.0,15.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7955,7050,APARTMENT,PENTHOUSE,312891.0,2,114.0,1,0,0,1,23.0,0,,,2.0,0,,Jurbise,Non,JURBISE,HAINAUT,WALLONIE,23.0,23.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7956,9700,HOUSE,HOUSE,336416.0,3,120.0,1,0,0,0,,1,,466.0,3.0,0,,Oudenaarde,Non,OUDENAARDE,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7958,9820,APARTMENT,PENTHOUSE,367709.0,2,94.0,0,0,0,1,38.0,0,,,,0,,Merelbeke,Non,MERELBEKE,FLANDRE-ORIENTALE,VLAANDEREN,38.0,38.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7959,1150,APARTMENT,APARTMENT,345000.0,2,81.0,1,0,0,1,7.0,0,,,2.0,0,GOOD,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES,7.0,7.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7960,8530,HOUSE,HOUSE,393358.0,3,189.0,0,0,0,0,,0,,334.0,3.0,0,AS_NEW,Harelbeke,Non,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7961,9420,APARTMENT,GROUND_FLOOR,295000.0,2,147.0,1,0,0,1,,0,,,3.0,0,AS_NEW,Aaigem,Oui,ERPE-MERE,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7962,9230,APARTMENT,APARTMENT,155000.0,2,84.0,1,0,0,1,,0,,,3.0,0,GOOD,Wetteren,Non,WETTEREN,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7964,1853,APARTMENT,APARTMENT,240000.0,2,75.0,0,0,0,1,3.0,0,,,2.0,0,TO_BE_DONE_UP,Strombeek-Bever,Oui,GRIMBERGEN,BRABANT FLAMAND,VLAANDEREN,3.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7965,9032,HOUSE,HOUSE,289000.0,2,105.0,1,0,0,1,,1,280.0,402.0,3.0,0,GOOD,Wondelgem,Oui,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7966,8700,HOUSE,HOUSE,354500.0,4,182.0,0,0,0,0,,0,,302.0,3.0,0,AS_NEW,Tielt,Non,TIELT,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7967,4920,HOUSE,HOUSE,250000.0,4,177.0,0,0,0,1,15.0,0,,411.0,4.0,0,TO_BE_DONE_UP,Aywaille,Non,AYWAILLE,LIEGE,WALLONIE,15.0,15.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7968,1200,APARTMENT,APARTMENT,445000.0,2,120.0,1,0,0,1,4.0,0,,,2.0,0,AS_NEW,Woluwe-Saint-Lambert,Non,WOLUWE-SAINT-LAMBERT,BRUXELLES,BRUXELLES,4.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7969,3600,APARTMENT,APARTMENT,90000.0,2,102.0,1,0,0,0,,0,,,,0,,Genk,Non,GENK,LIMBOURG,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7970,8310,APARTMENT,APARTMENT,225000.0,2,87.0,0,0,0,1,,1,,,2.0,0,,Assebroek,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7971,9050,HOUSE,HOUSE,249000.0,3,110.0,1,0,0,0,,0,,80.0,2.0,0,TO_RENOVATE,Gentbrugge,Oui,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7972,9200,APARTMENT,DUPLEX,495000.0,4,214.0,1,0,1,1,,1,54.0,,2.0,0,,Dendermonde,Non,DENDERMONDE,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7973,5660,HOUSE,HOUSE,110000.0,2,115.0,1,0,0,1,36.0,0,,0.0,2.0,0,,Couvin,Non,COUVIN,NAMUR,WALLONIE,36.0,36.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7974,1030,HOUSE,HOUSE,520000.0,3,145.0,1,0,1,1,,1,260.0,344.0,3.0,0,AS_NEW,Schaerbeek,Non,SCHAERBEEK,BRUXELLES,BRUXELLES,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7975,9500,APARTMENT,APARTMENT,225000.0,2,96.0,1,0,0,1,,1,,,,0,,Geraardsbergen,Non,GERAARDSBERGEN,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7976,6600,HOUSE,HOUSE,175000.0,1,128.0,1,0,0,1,,1,55.0,110.0,2.0,0,TO_BE_DONE_UP,Bastogne,Non,BASTOGNE,LUXEMBOURG,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7977,3384,HOUSE,HOUSE,472538.0,3,355.0,1,0,0,1,20.0,1,80.0,500.0,3.0,0,AS_NEW,Attenrode,Oui,GLABBEEK,BRABANT FLAMAND,VLAANDEREN,20.0,20.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7978,7370,HOUSE,HOUSE,160000.0,4,130.0,1,0,0,1,20.0,0,,310.0,2.0,0,GOOD,Dour,Non,DOUR,HAINAUT,WALLONIE,20.0,20.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7979,3620,APARTMENT,APARTMENT,135000.0,2,108.0,0,0,0,0,,0,,,,0,,Lanaken,Non,LANAKEN,LIMBOURG,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7981,4430,HOUSE,HOUSE,175000.0,3,120.0,1,0,0,1,,1,150.0,211.0,2.0,0,TO_BE_DONE_UP,Ans,Non,ANS,LIEGE,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7982,4460,APARTMENT,APARTMENT,190000.0,2,92.0,1,0,0,1,12.0,0,,,,0,AS_NEW,Grâce-Hollogne,Non,GRÂCE-HOLLOGNE,LIEGE,WALLONIE,12.0,12.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7983,5140,HOUSE,HOUSE,360000.0,3,267.0,1,0,0,0,,1,,814.0,3.0,0,JUST_RENOVATED,Sombreffe,Non,SOMBREFFE,NAMUR,WALLONIE,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7984,2600,APARTMENT,APARTMENT,242000.0,2,85.0,1,0,0,0,,0,,,3.0,0,AS_NEW,Berchem,Oui,ANTWERPEN,ANVERS,VLAANDEREN,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7985,3600,APARTMENT,APARTMENT,229500.0,2,108.0,1,0,0,1,5.0,0,,,,0,,Genk,Non,GENK,LIMBOURG,VLAANDEREN,5.0,5.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7986,5680,HOUSE,HOUSE,90000.0,3,104.0,0,0,0,0,,0,,55.0,2.0,0,GOOD,Doische,Non,DOISCHE,NAMUR,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7987,8860,APARTMENT,APARTMENT,119000.0,1,56.0,0,0,0,0,,0,,,2.0,0,,Lendelede,Non,LENDELEDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7988,8434,APARTMENT,APARTMENT,225000.0,2,60.0,1,1,0,1,7.0,0,,,2.0,0,GOOD,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,7.0,7.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7989,1480,HOUSE,VILLA,480000.0,4,217.0,1,0,0,1,80.0,1,600.0,800.0,,0,AS_NEW,Tubize,Non,TUBIZE,BRABANT WALLON,WALLONIE,80.0,80.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7990,1420,APARTMENT,APARTMENT,325000.0,3,145.0,1,0,0,1,11.0,0,,,,0,GOOD,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE,11.0,11.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7992,1180,APARTMENT,APARTMENT,245000.0,2,76.0,1,0,0,0,,0,,,,0,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7994,1180,APARTMENT,APARTMENT,270000.0,2,80.0,1,0,0,1,12.0,0,,,4.0,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,12.0,12.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7995,8377,HOUSE,HOUSE,545000.0,5,255.0,1,0,0,0,,1,,0.0,3.0,0,,Zuienkerke,Non,ZUIENKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7996,8000,HOUSE,HOUSE,125000.0,3,120.0,0,0,0,0,,1,110.0,234.0,,0,TO_RENOVATE,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7997,4460,HOUSE,FARMHOUSE,310000.0,4,500.0,1,0,0,1,40.0,1,450.0,930.0,3.0,0,TO_RENOVATE,Grâce-Hollogne,Non,GRÂCE-HOLLOGNE,LIEGE,WALLONIE,40.0,40.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7999,5060,HOUSE,HOUSE,229000.0,3,150.0,1,0,0,1,50.0,1,650.0,744.0,3.0,0,GOOD,Arsimont,Oui,SAMBREVILLE,NAMUR,WALLONIE,50.0,50.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8000,9600,HOUSE,HOUSE,260000.0,3,224.0,1,1,0,1,,1,,220.0,3.0,0,AS_NEW,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8001,3000,HOUSE,HOUSE,571900.0,3,142.0,0,0,0,1,12.0,0,,0.0,2.0,0,AS_NEW,Leuven,Non,LEUVEN,BRABANT FLAMAND,VLAANDEREN,12.0,12.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8002,3550,APARTMENT,APARTMENT,285000.0,2,128.0,1,0,0,1,25.0,0,,,2.0,0,AS_NEW,Heusden-Zolder,Non,HEUSDEN-ZOLDER,LIMBOURG,VLAANDEREN,25.0,25.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8003,7300,APARTMENT,APARTMENT,115000.0,2,85.0,1,0,0,0,,0,,,2.0,0,GOOD,Boussu,Non,BOUSSU,HAINAUT,WALLONIE,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8004,4560,HOUSE,COUNTRY_COTTAGE,180000.0,4,158.0,1,0,0,0,,1,,2396.0,4.0,0,GOOD,Clavier,Non,CLAVIER,LIEGE,WALLONIE,16.0,200.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8005,8870,HOUSE,HOUSE,189000.0,3,145.0,1,0,0,0,,0,,380.0,,0,,Izegem,Non,IZEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8006,8450,HOUSE,HOUSE,314000.0,3,130.0,1,0,0,0,,1,,140.0,2.0,0,AS_NEW,Bredene,Non,BREDENE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8007,6700,HOUSE,HOUSE,515000.0,3,166.0,1,0,0,0,,0,,459.0,2.0,0,GOOD,Arlon,Non,ARLON,LUXEMBOURG,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8008,2275,APARTMENT,APARTMENT,260000.0,2,92.0,1,0,0,1,9.0,0,,,,0,,Lille,Non,LILLE,ANVERS,VLAANDEREN,9.0,9.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8009,3211,HOUSE,HOUSE,320000.0,3,140.0,0,0,0,1,,0,,462.0,3.0,0,AS_NEW,Binkom,Oui,LUBBEEK,BRABANT FLAMAND,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8010,9700,APARTMENT,APARTMENT,338416.0,3,119.0,0,0,0,1,12.0,0,,,4.0,0,,Oudenaarde,Non,OUDENAARDE,FLANDRE-ORIENTALE,VLAANDEREN,12.0,12.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8011,1000,APARTMENT,DUPLEX,975000.0,2,180.0,1,0,0,1,60.0,0,,,2.0,0,,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,60.0,60.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8012,1050,APARTMENT,DUPLEX,348000.0,1,82.0,1,0,0,0,,0,,,2.0,0,TO_BE_DONE_UP,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8013,6180,HOUSE,VILLA,419900.0,3,275.0,1,0,0,1,45.0,1,2000.0,2317.0,4.0,1,GOOD,Courcelles,Non,COURCELLES,HAINAUT,WALLONIE,45.0,45.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8014,1400,APARTMENT,DUPLEX,230000.0,2,97.0,1,0,0,0,,0,,,2.0,0,GOOD,Nivelles,Non,NIVELLES,BRABANT WALLON,WALLONIE,16.0,16.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8015,8800,HOUSE,HOUSE,323500.0,3,148.0,0,0,0,0,,0,,354.0,3.0,0,AS_NEW,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8016,9000,HOUSE,HOUSE,240000.0,4,120.0,1,0,0,1,15.0,0,,69.0,2.0,0,TO_BE_DONE_UP,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,15.0,15.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8017,2970,HOUSE,HOUSE,389000.0,2,160.0,1,0,0,0,,1,,280.0,,0,AS_NEW,Schilde,Non,SCHILDE,ANVERS,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8018,6870,HOUSE,HOUSE,110000.0,2,95.0,1,0,0,1,15.0,1,255.0,255.0,3.0,0,GOOD,Saint-Hubert,Non,SAINT-HUBERT,LUXEMBOURG,WALLONIE,15.0,15.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8019,9473,APARTMENT,DUPLEX,225000.0,3,109.0,1,0,0,1,,0,,,,0,AS_NEW,Welle,Oui,DENDERLEEUW,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8020,1070,HOUSE,HOUSE,370000.0,6,253.0,0,0,0,1,17.0,1,67.0,159.0,,0,,Anderlecht,Non,ANDERLECHT,BRUXELLES,BRUXELLES,17.0,17.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8021,9000,APARTMENT,APARTMENT,394500.0,2,116.0,0,0,0,1,10.0,1,,,,0,,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,10.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8023,6000,APARTMENT,APARTMENT,95000.0,2,70.0,1,0,0,0,,0,,,,0,GOOD,Charleroi,Non,CHARLEROI,HAINAUT,WALLONIE,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8024,1030,APARTMENT,FLAT_STUDIO,320000.0,1,70.0,1,0,0,0,,0,,,2.0,0,AS_NEW,Schaerbeek,Non,SCHAERBEEK,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8025,7340,HOUSE,HOUSE,159000.0,4,160.0,1,0,0,0,,0,,174.0,2.0,0,GOOD,Colfontaine,Non,COLFONTAINE,HAINAUT,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8026,2000,APARTMENT,APARTMENT,419000.0,3,110.0,1,0,0,1,,0,,,2.0,0,GOOD,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
