,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,APARTMENT,BUNGALOW,CASTLE,CHALET,COUNTRY_COTTAGE,DUPLEX,EXCEPTIONAL_PROPERTY,FARMHOUSE,FLAT_STUDIO,GROUND_FLOOR,HOUSE,KOT,LOFT,MANOR_HOUSE,MANSION,OTHER_PROPERTY,PENTHOUSE,SERVICE_FLAT,TOWN_HOUSE,TRIPLEX,VILLA,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,BRUXELLES,VLAANDEREN,WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
8027,1000,APARTMENT,APARTMENT,795000.0,3,264.0,1,0,0,0,,0,,,3.0,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8028,6150,APARTMENT,APARTMENT,145000.0,1,75.0,1,0,0,1,11.0,1,,,3.0,0,AS_NEW,Anderlues,Non,ANDERLUES,HAINAUT,WALLONIE,11.0,200.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8029,8300,APARTMENT,APARTMENT,995000.0,2,113.0,0,0,0,0,,1,,,,0,,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8030,1060,APARTMENT,APARTMENT,900000.0,4,208.0,1,0,0,0,,0,,,3.0,0,TO_BE_DONE_UP,Saint-Gilles,Non,SAINT-GILLES,BRUXELLES,BRUXELLES,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8031,8300,APARTMENT,GROUND_FLOOR,519000.0,1,80.0,0,1,0,1,,0,,,,0,,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8032,8370,HOUSE,HOUSE,309000.0,5,236.0,1,0,0,1,,0,,104.0,,0,AS_NEW,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8033,8908,HOUSE,HOUSE,255000.0,2,153.0,1,0,0,0,,0,,404.0,,0,GOOD,Vlamertinge,Oui,IEPER,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8034,7700,APARTMENT,APARTMENT,158000.0,2,88.0,1,0,0,1,26.0,0,,,,0,JUST_RENOVATED,Mouscron,Non,MOUSCRON,HAINAUT,WALLONIE,26.0,26.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8035,8301,APARTMENT,APARTMENT,345000.0,2,82.0,1,0,0,1,,0,,,,0,AS_NEW,Heist-Aan-Zee,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8036,8600,HOUSE,HOUSE,315000.0,3,130.0,0,0,0,0,,0,,442.0,4.0,0,AS_NEW,Diksmuide,Non,DIKSMUIDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8037,8620,APARTMENT,APARTMENT,265000.0,2,84.0,1,0,0,1,3.0,0,,,2.0,0,GOOD,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN,3.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8038,9860,HOUSE,HOUSE,400561.0,3,186.0,0,0,0,1,,1,183.0,282.0,3.0,0,AS_NEW,Oosterzele,Non,OOSTERZELE,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8039,1150,HOUSE,HOUSE,650000.0,4,192.0,1,0,0,1,,1,90.0,189.0,2.0,0,GOOD,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8040,9300,APARTMENT,PENTHOUSE,297000.0,3,107.0,0,0,0,1,16.0,1,,,,0,,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8041,8020,HOUSE,BUNGALOW,425000.0,3,151.0,1,1,0,0,,0,,811.0,4.0,0,GOOD,Oostkamp,Non,OOSTKAMP,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8042,4400,APARTMENT,APARTMENT,245000.0,2,123.0,1,0,0,1,20.0,0,,,,0,,Awirs,Oui,FLÉMALLE,LIEGE,WALLONIE,20.0,20.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8043,2580,HOUSE,HOUSE,339000.0,4,250.0,1,0,0,0,,1,,969.0,3.0,0,GOOD,Putte,Non,PUTTE,ANVERS,VLAANDEREN,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8044,1332,APARTMENT,DUPLEX,875000.0,3,211.0,0,0,0,0,,0,,,,0,JUST_RENOVATED,Genval,Oui,RIXENSART,BRABANT WALLON,WALLONIE,16.0,16.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8045,9750,HOUSE,HOUSE,265000.0,4,150.0,0,0,0,0,,0,,477.0,3.0,0,,Huise,Oui,KRUISEM,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8046,1861,APARTMENT,APARTMENT,320000.0,3,118.0,1,0,0,1,5.0,0,,,3.0,0,GOOD,Wolvertem,Oui,MEISE,BRABANT FLAMAND,VLAANDEREN,5.0,5.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8047,6000,APARTMENT,APARTMENT,95000.0,0,152.0,1,0,0,0,,0,,,2.0,0,,Charleroi,Non,CHARLEROI,HAINAUT,WALLONIE,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8048,1060,HOUSE,HOUSE,795000.0,6,196.0,0,0,0,1,10.0,1,13.0,0.0,2.0,0,AS_NEW,Saint-Gilles,Non,SAINT-GILLES,BRUXELLES,BRUXELLES,10.0,10.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8049,2040,APARTMENT,APARTMENT,261000.0,2,93.0,1,0,0,0,,0,,,,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8050,2845,HOUSE,HOUSE,115000.0,1,95.0,1,0,0,0,,0,,0.0,2.0,0,TO_RENOVATE,Niel,Non,NIEL,ANVERS,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8051,3000,APARTMENT,APARTMENT,449000.0,2,110.0,0,0,0,0,,0,,,,0,,Leuven,Non,LEUVEN,BRABANT FLAMAND,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8052,7011,HOUSE,HOUSE,165000.0,2,110.0,1,0,0,1,16.0,1,80.0,174.0,2.0,0,,Ghlin,Oui,MONS,HAINAUT,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8053,2800,APARTMENT,APARTMENT,498000.0,1,147.0,1,0,0,0,,0,,,3.0,0,GOOD,Mechelen,Non,MECHELEN,ANVERS,VLAANDEREN,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8054,8340,HOUSE,HOUSE,388000.0,3,193.0,1,0,0,0,,0,,243.0,4.0,0,AS_NEW,Damme,Non,DAMME,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8055,9500,APARTMENT,APARTMENT,225000.0,2,97.0,1,0,0,1,,1,,,,0,,Geraardsbergen,Non,GERAARDSBERGEN,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8056,9120,APARTMENT,APARTMENT,257500.0,1,89.0,1,0,0,1,37.0,0,,,,0,,Beveren-Waas,Non,BEVEREN-WAAS,FLANDRE-ORIENTALE,VLAANDEREN,37.0,37.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8057,7300,HOUSE,HOUSE,195000.0,2,200.0,1,0,0,1,20.0,1,110.0,240.0,2.0,0,AS_NEW,Boussu,Non,BOUSSU,HAINAUT,WALLONIE,20.0,20.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8058,1325,HOUSE,HOUSE,290000.0,3,125.0,1,0,1,1,15.0,1,,599.0,3.0,0,GOOD,Chaumont-Gistoux,Non,CHAUMONT-GISTOUX,BRABANT WALLON,WALLONIE,15.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8059,1300,HOUSE,HOUSE,650000.0,5,245.0,1,0,0,1,39.0,0,,794.0,4.0,0,GOOD,Wavre,Non,WAVRE,BRABANT WALLON,WALLONIE,39.0,39.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8060,1000,APARTMENT,APARTMENT,230000.0,1,70.0,1,0,0,0,,0,,,2.0,0,GOOD,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8061,1950,APARTMENT,APARTMENT,435000.0,2,116.0,1,0,0,1,18.0,0,,,3.0,0,AS_NEW,Kraainem,Non,KRAAINEM,BRABANT FLAMAND,VLAANDEREN,18.0,18.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8063,9140,APARTMENT,APARTMENT,249000.0,3,105.0,1,0,0,1,,0,,,3.0,0,GOOD,Temse,Non,TEMSE,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8064,9300,APARTMENT,GROUND_FLOOR,295000.0,1,86.0,0,0,0,0,,0,,,,0,AS_NEW,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8065,9140,HOUSE,HOUSE,995000.0,5,465.0,1,0,0,1,,0,,2317.0,4.0,0,GOOD,Temse,Non,TEMSE,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8066,3020,HOUSE,HOUSE,550000.0,4,228.0,1,0,0,1,,1,,240.0,2.0,0,,Herent,Non,HERENT,BRABANT FLAMAND,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8067,1083,APARTMENT,APARTMENT,139000.0,1,50.0,1,0,0,1,5.0,0,,,2.0,0,GOOD,Ganshoren,Non,GANSHOREN,BRUXELLES,BRUXELLES,5.0,5.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8068,6238,HOUSE,HOUSE,179000.0,3,130.0,1,0,0,1,30.0,1,1600.0,1217.0,2.0,0,GOOD,Liberchies,Oui,PONT-À-CELLES,HAINAUT,WALLONIE,30.0,30.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8069,1420,HOUSE,HOUSE,265000.0,4,180.0,0,0,0,1,65.0,0,,150.0,2.0,0,,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE,65.0,65.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8070,3080,HOUSE,HOUSE,525000.0,3,210.0,1,0,0,1,,1,350.0,0.0,,0,TO_BE_DONE_UP,Tervuren,Non,TERVUREN,BRABANT FLAMAND,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8071,1325,APARTMENT,FLAT_STUDIO,135000.0,0,34.0,1,0,0,0,,1,,,3.0,0,JUST_RENOVATED,Chaumont-Gistoux,Non,CHAUMONT-GISTOUX,BRABANT WALLON,WALLONIE,16.0,200.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8072,4102,HOUSE,HOUSE,133000.0,4,168.0,1,0,0,0,,0,,151.0,,0,TO_RENOVATE,Ougrée,Oui,SERAING,LIEGE,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8073,3210,HOUSE,HOUSE,485000.0,6,320.0,0,0,0,0,,1,,3835.0,,0,TO_BE_DONE_UP,Lubbeek,Non,LUBBEEK,BRABANT FLAMAND,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8074,6769,HOUSE,HOUSE,129000.0,3,120.0,1,0,0,0,,0,,150.0,2.0,0,,Meix-Devant-Virton,Non,MEIX-DEVANT-VIRTON,LUXEMBOURG,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8075,6760,HOUSE,HOUSE,338500.0,4,151.0,1,0,0,1,,1,291.0,0.0,3.0,0,AS_NEW,Virton,Non,VIRTON,LUXEMBOURG,WALLONIE,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8076,1180,APARTMENT,APARTMENT,275000.0,2,88.0,1,0,0,1,10.0,0,,,,0,JUST_RENOVATED,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,10.0,10.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8077,6230,HOUSE,HOUSE,229000.0,3,163.0,1,0,0,1,30.0,0,,0.0,3.0,0,GOOD,Pont-À-Celles,Non,PONT-À-CELLES,HAINAUT,WALLONIE,30.0,30.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8078,2300,HOUSE,MANSION,319000.0,4,193.0,1,0,0,1,14.0,1,35.0,137.0,2.0,0,,Turnhout,Non,TURNHOUT,ANVERS,VLAANDEREN,14.0,14.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8079,4420,APARTMENT,APARTMENT,195000.0,2,78.0,1,0,0,0,,0,,,3.0,0,,Saint-Nicolas,Non,SAINT-NICOLAS,LIEGE,WALLONIE,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8080,8800,HOUSE,HOUSE,253300.0,3,140.0,0,0,0,0,,0,,261.0,3.0,0,AS_NEW,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8081,8700,APARTMENT,APARTMENT,365000.0,3,130.0,0,0,0,1,,0,,,,0,,Tielt,Non,TIELT,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8082,5600,HOUSE,VILLA,350000.0,5,233.0,1,0,1,0,,1,900.0,1204.0,4.0,0,,Philippeville,Non,PHILIPPEVILLE,NAMUR,WALLONIE,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8083,8370,APARTMENT,PENTHOUSE,319000.0,1,115.0,1,0,0,1,,0,,,,0,GOOD,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8084,1050,APARTMENT,DUPLEX,348000.0,2,82.0,1,0,0,0,,0,,,2.0,0,TO_RENOVATE,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8085,3000,HOUSE,MANSION,895000.0,4,337.0,1,0,0,1,22.0,0,,127.0,,0,AS_NEW,Leuven,Non,LEUVEN,BRABANT FLAMAND,VLAANDEREN,22.0,22.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8086,1800,APARTMENT,APARTMENT,325000.0,2,75.0,1,0,0,1,8.0,0,,,2.0,0,GOOD,Vilvoorde,Non,VILVOORDE,BRABANT FLAMAND,VLAANDEREN,8.0,8.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8087,6980,APARTMENT,APARTMENT,160000.0,2,80.0,1,1,0,0,,0,,,2.0,0,AS_NEW,La Roche-En-Ardenne,Non,LA ROCHE-EN-ARDENNE,LUXEMBOURG,WALLONIE,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8088,7912,HOUSE,FARMHOUSE,595000.0,4,400.0,0,0,0,1,,0,,43388.0,4.0,0,TO_RENOVATE,Dergneau,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE,16.0,16.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8089,9000,APARTMENT,APARTMENT,457000.0,2,99.0,0,0,0,1,18.0,0,,,,0,AS_NEW,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,18.0,18.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8090,7110,HOUSE,HOUSE,190000.0,2,142.0,1,0,0,0,,1,700.0,790.0,3.0,0,GOOD,Boussoit,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8091,3700,HOUSE,HOUSE,315000.0,3,120.0,1,0,0,1,,0,,246.0,3.0,0,AS_NEW,Tongeren,Non,TONGEREN,LIMBOURG,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8092,6230,HOUSE,HOUSE,229000.0,2,168.0,1,0,0,1,30.0,1,820.0,960.0,3.0,0,GOOD,Pont-À-Celles,Non,PONT-À-CELLES,HAINAUT,WALLONIE,30.0,30.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8093,8434,APARTMENT,APARTMENT,263000.0,2,60.0,1,0,0,1,,0,,,,0,AS_NEW,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8094,1930,APARTMENT,APARTMENT,398000.0,3,129.0,1,0,0,1,18.0,0,,,2.0,0,AS_NEW,Zaventem,Non,ZAVENTEM,BRABANT FLAMAND,VLAANDEREN,18.0,18.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8095,8620,APARTMENT,APARTMENT,389000.0,2,106.0,0,0,0,0,,0,,,,0,AS_NEW,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8096,4500,APARTMENT,APARTMENT,227500.0,3,122.0,0,0,0,1,20.0,1,50.0,,2.0,0,,Huy,Non,HUY,LIEGE,WALLONIE,20.0,20.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8097,6250,APARTMENT,LOFT,485000.0,10,457.0,1,0,0,0,,0,,,,0,,Aiseau,Oui,AISEAU-PRESLES,HAINAUT,WALLONIE,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
